variables,OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.DATE,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND,candidate_group_id,candidate_group_size,candidate_row_rank,duplicate_candidate,duplicate_excess_row,normalized_cause_category_detail,start_timestamp_local,restoration_timestamp_local,reported_duration_min,timestamp_duration_min,duration_delta_min,complete_temporal,timestamp_duration_nonnegative,reported_duration_positive,reported_duration_nonnegative,demand_loss_mw_numeric,demand_loss_known,demand_loss_positive,demand_loss_zero,customers_affected_numeric,nerc_regions,multi_nerc,source_row_primary_duration_member,source_row_known_loss_member,source_row_positive_loss_member,source_row_zero_duration_member
__MISSING__,1446,2012,5,Massachusetts,MA,NPCC,Northeast,-0.3,normal,2012-05-24T00:00:00,15:20:00,2012-05-25T00:00:00,17:29:00,intentional attack,vandalism,__MISSING__,1569,__MISSING__,__MISSING__,15.39,13.68,12.47,13.81,1395023,1409684,1307468,4139922,33.6968425975175,34.0509797044485,31.5819476792075,2699141,389272,21145,3109560,86.8013802595866,12.5185556799033,0.679999742728875,62205,48156,1.29173934712185,1.6,5454,414029,1.31729902977811,2.1,6657780,91.97,1.67,2016.3,1194.5,109.2,38.29,1.17,73.9056281978397,26.0943718021603,4.6048891415577,9f0cf3ec875837fc400bf5002357b5a5188a69c75b2659ec8e4c93f725951b92,1,1,false,false,vandalism,2012-05-24T15:20:00,2012-05-25T17:29:00,1569,1569,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,NPCC,false,true,false,false,true
__MISSING__,1447,2013,3,Massachusetts,MA,NPCC,Northeast,-0.3,normal,2013-03-27T00:00:00,10:25:00,2013-03-27T00:00:00,12:19:00,intentional attack,vandalism,__MISSING__,114,__MISSING__,__MISSING__,14.84,14.81,13.18,14.32,1752623,1430239,1358702,4574558,38.3124008920643,31.26507522694,29.7012738717052,2708759,391856,16594,3117211,86.8968767273053,12.5707242788505,0.532334833926866,61352,48396,1.26770807504752,-1.4,5264,411601,1.27890845746245,2.1,6708810,91.97,1.67,2016.3,1194.5,109.2,38.29,1.17,73.9056281978397,26.0943718021603,4.6048891415577,018963585a077ee76deb81b18ef8942511c87fd855b9662184a094f06cbd2ea1,1,1,false,false,vandalism,2013-03-27T10:25:00,2013-03-27T12:19:00,114,114,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,NPCC,false,true,false,false,true
__MISSING__,1448,2003,12,Massachusetts,MA,NPCC,Northeast,0.3,normal,2003-12-01T00:00:00,18:16:00,2003-12-01T00:00:00,20:11:00,severe weather,wildfire,__MISSING__,115,630,300000,11.98,10.46,8.87,10.72,1783045,2174927,821809,4808251,37.0830266556384,45.2332251373732,17.091641014581,2548695,363333,15279,2927308,87.0661713765685,12.4118473355042,0.521947126848285,56337,45858,1.22850974748136,2.4,4785,361829,1.32244789665837,2.2,6422565,91.97,1.67,2016.3,1194.5,109.2,38.29,1.17,73.9056281978397,26.0943718021603,4.6048891415577,fc2d5839f0ccd5cdd14db135d6ce17950dfdb80ca81f726ef1e295c6da4f669f,1,1,false,false,wildfire,2003-12-01T18:16:00,2003-12-01T20:11:00,115,115,0,true,true,true,true,630,true,true,false,300000,NPCC,false,true,true,true,true
__MISSING__,1449,2013,7,Massachusetts,MA,NPCC,Northeast,-0.3,normal,2013-07-10T00:00:00,14:30:00,2013-07-10T00:00:00,14:45:00,intentional attack,vandalism,__MISSING__,15,0,0,15.2,14.19,13.9,14.52,2302346,1795088,1556419,5684134,40.5047804995449,31.5806770213369,27.3818140107183,2708759,391856,16594,3117211,86.8968767273053,12.5707242788505,0.532334833926866,61352,48396,1.26770807504752,-1.4,5264,411601,1.27890845746245,2.1,6708810,91.97,1.67,2016.3,1194.5,109.2,38.29,1.17,73.9056281978397,26.0943718021603,4.6048891415577,3e1b718a054941a6d3d19bd4beb80a7a420affa8e7a7a1d00ba76f9d1d8e1ebd,1,1,false,false,vandalism,2013-07-10T14:30:00,2013-07-10T14:45:00,15,15,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,1450,2013,2,Massachusetts,MA,NPCC,Northeast,-0.4,normal,2013-02-13T00:00:00,17:39:00,2013-02-15T00:00:00,17:50:00,fuel supply emergency,Petroleum,__MISSING__,2891,1,1,14.93,14.86,13.62,14.51,1790370,1402094,1353151,4577240,39.1146192902273,30.6318654909946,29.5625966739782,2708759,391856,16594,3117211,86.8968767273053,12.5707242788505,0.532334833926866,61352,48396,1.26770807504752,-1.4,5264,411601,1.27890845746245,2.1,6708810,91.97,1.67,2016.3,1194.5,109.2,38.29,1.17,73.9056281978397,26.0943718021603,4.6048891415577,5ed9c48e062defb81b147a2561fa318b715a9ecf7fa2d923c2f01aca55d6dde9,1,1,false,false,petroleum,2013-02-13T17:39:00,2013-02-15T17:50:00,2891,2891,0,true,true,true,true,1,true,true,false,1,NPCC,false,true,true,true,true
__MISSING__,1451,2012,11,Massachusetts,MA,NPCC,Northeast,0.1,normal,2012-11-15T00:00:00,05:38:00,2012-11-15T00:00:00,05:39:00,intentional attack,vandalism,__MISSING__,1,0,0,13.77,13.32,12.15,13.05,1524321,1369306,1372308,4294884,35.4915522747529,31.882258054001,31.9521551688008,2699141,389272,21145,3109560,86.8013802595866,12.5185556799033,0.679999742728875,62205,48156,1.29173934712185,1.6,5454,414029,1.31729902977811,2.1,6657780,91.97,1.67,2016.3,1194.5,109.2,38.29,1.17,73.9056281978397,26.0943718021603,4.6048891415577,0d38a5192ba262fd6df5c9e2c38145a0c93bb397b56811ed7bafd03d265bb061,1,1,false,false,vandalism,2012-11-15T05:38:00,2012-11-15T05:39:00,1,1,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,1452,2007,12,Maine,ME,NPCC,Northeast,-1.3,cold,2007-12-01T00:00:00,18:04:00,2007-12-02T00:00:00,22:00:00,fuel supply emergency,__MISSING__,__MISSING__,1676,0,0,16.74,13.49,16.48,15.53,425976,369738,252229,1047944,40.6487369554098,35.2822288213874,24.0689387982564,694235,87565,2820,784620,88.4804108995437,11.1601794499248,0.359409650531468,38822,49126,0.790253633513822,-1,1028,51518,1.99541907682752,0.3,1327040,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,7b2e478ba684ea0ae9b3a616b78565b81b3c0ae7d573165944f0cb3ecee3918d,1,1,false,false,__MISSING__,2007-12-01T18:04:00,2007-12-02T22:00:00,1676,1676,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,1453,2011,7,Maine,ME,NPCC,Northeast,-0.3,normal,2011-07-11T00:00:00,13:30:00,2011-07-11T00:00:00,13:30:00,intentional attack,vandalism,__MISSING__,0,__MISSING__,0,15.11,12.07,9.27,12.51,388961,380649,260983,1030593,37.7414750536827,36.9349491021189,25.3235758441984,701335,88791,2823,792949,88.4464196310229,11.1975675610916,0.356012807885501,37798,47586,0.79430925061993,-1.2,922,50193,1.83690952921722,0.2,1328257,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,10fafe160deebfdd7d1319c222a3158ee3be42d5821fa3ace4cf46a33a6d8e7a,1,1,false,false,vandalism,2011-07-11T13:30:00,2011-07-11T13:30:00,0,0,0,true,true,false,true,__MISSING__,false,false,false,0,NPCC,false,false,false,false,true
__MISSING__,1454,2011,8,Maine,ME,NPCC,Northeast,-0.6,cold,2011-08-25T00:00:00,00:01:00,2011-08-25T00:00:00,00:01:00,intentional attack,vandalism,__MISSING__,0,0,0,15.27,12.49,8.76,12.57,387184,363560,266862,1017606,38.0485177956891,35.7269906034359,26.224491600875,701335,88791,2823,792949,88.4464196310229,11.1975675610916,0.356012807885501,37798,47586,0.79430925061993,-1.2,922,50193,1.83690952921722,0.2,1328257,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,ef70f91e0dab50c055f0a5017967d9538236565130f9d97b41717347b5748eb6,1,1,false,false,vandalism,2011-08-25T00:01:00,2011-08-25T00:01:00,0,0,0,true,true,false,true,0,true,false,true,0,NPCC,false,false,false,false,true
__MISSING__,1455,2007,4,Maine,ME,NPCC,Northeast,-0.1,normal,2007-04-16T00:00:00,10:14:00,2007-04-18T00:00:00,22:18:00,severe weather,thunderstorm,__MISSING__,3604,__MISSING__,127545,16.85,12.3,13.2,14.24,341071,328841,245994,915907,37.2386061030214,35.9033176949188,26.8579670206691,694235,87565,2820,784620,88.4804108995437,11.1601794499248,0.359409650531468,38822,49126,0.790253633513822,-1,1028,51518,1.99541907682752,0.3,1327040,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,3cab46476518522a953f4fcb832739e3979e78f4ed7ae502762243f499014599,1,1,false,false,thunderstorm,2007-04-16T10:14:00,2007-04-18T22:18:00,3604,3604,0,true,true,true,true,__MISSING__,false,false,false,127545,NPCC,false,true,false,false,true
__MISSING__,1456,2011,7,Maine,ME,NPCC,Northeast,-0.3,normal,2011-07-19T00:00:00,11:45:00,2011-07-19T00:00:00,15:00:00,intentional attack,vandalism,__MISSING__,195,__MISSING__,__MISSING__,15.11,12.07,9.27,12.51,388961,380649,260983,1030593,37.7414750536827,36.9349491021189,25.3235758441984,701335,88791,2823,792949,88.4464196310229,11.1975675610916,0.356012807885501,37798,47586,0.79430925061993,-1.2,922,50193,1.83690952921722,0.2,1328257,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,eda17605a669c061680cc7032bfe955ba628424e51458bfc23b02f6efe4e738f,1,1,false,false,vandalism,2011-07-19T11:45:00,2011-07-19T15:00:00,195,195,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,NPCC,false,true,false,false,true
__MISSING__,1457,2015,12,Maine,ME,NPCC,Northeast,2.3,warm,2015-12-29T00:00:00,08:30:00,2015-12-29T00:00:00,08:31:00,intentional attack,sabotage,__MISSING__,1,0,0,15.52,12.54,8.87,12.83,403305,337156,248955,989416,40.7619242057941,34.0762631693848,25.1618126248211,699241,97057,2993,799291,87.482656504327,12.1428866332787,0.374456862394297,37958,49844,0.761535992295963,0.4,875,51007,1.71545082047562,0.2,1329328,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,2e0a57b272ad83f22c9557855a984828de364bc3c56a17cfb406962476dd2e31,1,1,false,false,sabotage,2015-12-29T08:30:00,2015-12-29T08:31:00,1,1,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,1458,2011,7,Maine,ME,NPCC,Northeast,-0.3,normal,2011-07-12T00:00:00,12:00:00,2011-07-12T00:00:00,12:00:00,intentional attack,vandalism,__MISSING__,0,__MISSING__,0,15.11,12.07,9.27,12.51,388961,380649,260983,1030593,37.7414750536827,36.9349491021189,25.3235758441984,701335,88791,2823,792949,88.4464196310229,11.1975675610916,0.356012807885501,37798,47586,0.79430925061993,-1.2,922,50193,1.83690952921722,0.2,1328257,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,16c7ca5f939b0529505710594ba0aaf08c5441a1347fcf6596425bdd337e5a89,1,1,false,false,vandalism,2011-07-12T12:00:00,2011-07-12T12:00:00,0,0,0,true,true,false,true,__MISSING__,false,false,false,0,NPCC,false,false,false,false,true
__MISSING__,1459,2009,2,Maine,ME,NPCC,Northeast,-0.6,cold,2009-02-23T00:00:00,02:38:00,2009-02-24T00:00:00,13:46:00,severe weather,winter storm,__MISSING__,2108,__MISSING__,131000,16.19,14.71,11.62,14.61,371316,324214,205694,901223,41.201345283021,35.9748918969001,22.8238737804073,696822,87923,2857,787602,88.4738738601476,11.1633794733888,0.362746666463518,37773,46680,0.809190231362468,-1.8,883,50222,1.75819362032575,0.3,1329590,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,ac81f688652a86c3e7c85b0eda7b630cd189bcf3f89e328397b9d509c4e3a590,1,1,false,false,winter storm,2009-02-23T02:38:00,2009-02-24T13:46:00,2108,2108,0,true,true,true,true,__MISSING__,false,false,false,131000,NPCC,false,true,false,false,true
__MISSING__,1460,2006,1,Maine,ME,NPCC,Northeast,-0.7,cold,2006-01-18T00:00:00,15:16:00,2006-01-18T00:00:00,18:34:00,severe weather,storm,__MISSING__,198,75,63000,13.69,12.91,8.48,11.88,411590,353181,324124,1088895,37.7988694961406,32.434807763834,29.7663227400254,685425,86406,2825,774656,88.4812097240582,11.1541122769332,0.364677999008592,39197,48909,0.801427140199145,1,972,51882,1.87348213253151,0.3,1323619,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,d6cde57ca98302d6abf874d4bf384f26f82a27aec803c7bc1718644340e59252,1,1,false,false,storm,2006-01-18T15:16:00,2006-01-18T18:34:00,198,198,0,true,true,true,true,75,true,true,false,63000,NPCC,false,true,true,true,true
__MISSING__,1461,2008,12,Maine,ME,NPCC,Northeast,-0.7,cold,2008-12-12T00:00:00,08:45:00,2008-12-14T00:00:00,21:52:00,severe weather,winter storm,__MISSING__,3667,__MISSING__,169757,16.27,13.58,11.61,14.27,422227,363651,222930,1008808,41.8540495317246,36.0475928025947,22.0983576656807,695368,87761,2827,785956,88.4741639481091,11.1661467054135,0.359689346477411,38453,48401,0.794467056465776,-1,979,51162,1.91352957272976,0.3,1330509,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,877e63434dbbaf9fd875fc5880c25859c1c2746ff791f52a2886e70729905aed,1,1,false,false,winter storm,2008-12-12T08:45:00,2008-12-14T21:52:00,3667,3667,0,true,true,true,true,__MISSING__,false,false,false,169757,NPCC,false,true,false,false,true
__MISSING__,1462,2008,2,Maine,ME,NPCC,Northeast,-1.3,cold,2008-02-13T00:00:00,18:43:00,2008-02-14T00:00:00,12:00:00,severe weather,winter storm,__MISSING__,1037,50,50462,15.55,12.78,11.17,13.46,383515,356487,245383,985385,38.9203204838718,36.1774331860136,24.9022463301146,695368,87761,2827,785956,88.4741639481091,11.1661467054135,0.359689346477411,38453,48401,0.794467056465776,-1,979,51162,1.91352957272976,0.3,1330509,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,240b492c58c7e959559ce27446b715e01f4da460daa2b5d6c9522fb2703b13b5,1,1,false,false,winter storm,2008-02-13T18:43:00,2008-02-14T12:00:00,1037,1037,0,true,true,true,true,50,true,true,false,50462,NPCC,false,true,true,true,true
__MISSING__,1463,2010,11,Maine,ME,NPCC,Northeast,-1.4,cold,2010-11-08T00:00:00,06:47:00,2010-11-08T00:00:00,18:00:00,severe weather,winter storm,__MISSING__,673,__MISSING__,60863,15.84,12.7,8.85,12.81,349245,319517,257496,926257,37.7049782079919,34.4955017883805,27.7996279650248,699625,88266,2821,790712,88.4803822377806,11.1628506965874,0.356767065631987,38256,47287,0.809017277475839,1.3,967,50780,1.90429302875148,0.3,1327695,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,967f7a2052ceb44b01f8253aa3639cdd3c66bac9e9b7f4baec274e1bd0f5762f,1,1,false,false,winter storm,2010-11-08T06:47:00,2010-11-08T18:00:00,673,673,0,true,true,true,true,__MISSING__,false,false,false,60863,NPCC,false,true,false,false,true
__MISSING__,1464,2000,3,Maine,ME,NPCC,Northeast,-1.1,cold,2000-03-14T00:00:00,21:06:00,__MISSING__,__MISSING__,intentional attack,vandalism,__MISSING__,__MISSING__,__MISSING__,__MISSING__,12.92,9.86,7.07,9.97,281853,292566,269741,864735,32.5941473399365,33.8330239900085,31.1934870220357,650326,102433,1966,770617,84.3903002399376,13.2923358815079,0.255120247801437,36202,44745,0.809073639512795,3.1,1095,46233,2.36843812860943,0.3,1277072,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,90432edcb747434edca17dc79bd7aaeec7765c9a4f07d8fc9188b974e899fca5,1,1,false,false,vandalism,2000-03-14T21:06:00,__MISSING__,__MISSING__,__MISSING__,__MISSING__,false,false,false,false,__MISSING__,false,false,false,__MISSING__,NPCC,false,false,false,false,false
__MISSING__,1465,2013,12,Maine,ME,NPCC,Northeast,-0.3,normal,2013-12-23T00:00:00,15:20:00,2013-12-25T00:00:00,11:32:00,severe weather,snow/ice ,__MISSING__,2652,__MISSING__,52500,14.31,12.98,9.23,12.65,468404,347275,261602,1077281,43.4802061857584,32.2362503376556,24.283543476586,704775,89336,2962,797073,88.4203830765814,11.2080072966968,0.371609626721768,37447,48396,0.773762294404496,-0.8,938,49755,1.88523766455633,0.3,1328778,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,019b3778cd412857f52c6235422ca6c12dfd61393cc59c5fb51ac01247bf6537,1,1,false,false,snow/ice,2013-12-23T15:20:00,2013-12-25T11:32:00,2652,2652,0,true,true,true,true,__MISSING__,false,false,false,52500,NPCC,false,true,false,false,true
__MISSING__,1466,2013,5,Maine,ME,NPCC,Northeast,-0.2,normal,2013-05-28T00:00:00,13:00:00,2013-05-28T00:00:00,18:00:00,intentional attack,vandalism,__MISSING__,300,0,0,14.37,11.25,8.09,11.42,322918,311175,269084,903177,35.7535676838538,34.4533795701175,29.7930527460287,704775,89336,2962,797073,88.4203830765814,11.2080072966968,0.371609626721768,37447,48396,0.773762294404496,-0.8,938,49755,1.88523766455633,0.3,1328778,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,16e0ee01012a5962733d2a935f184b15cac056ba50abd60bfc05a0778d1a5b74,1,1,false,false,vandalism,2013-05-28T13:00:00,2013-05-28T18:00:00,300,300,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,1467,2009,7,Maine,ME,NPCC,Northeast,0.5,warm,2009-07-02T00:00:00,22:44:00,2009-07-03T00:00:00,13:25:00,islanding,__MISSING__,__MISSING__,881,0,0,15.49,12.21,9.76,12.82,363009,360846,246345,970200,37.4158936301793,37.1929499072356,25.391156462585,696822,87923,2857,787602,88.4738738601476,11.1633794733888,0.362746666463518,37773,46680,0.809190231362468,-1.8,883,50222,1.75819362032575,0.3,1329590,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,d1021f27d4163065bfd275f29828cd906b33e3fc0832186e5464582e7d796d8a,1,1,false,false,__MISSING__,2009-07-02T22:44:00,2009-07-03T13:25:00,881,881,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,1468,2008,7,Maine,ME,NPCC,Northeast,-0.4,normal,2008-07-24T00:00:00,07:23:00,2008-07-24T00:00:00,17:41:00,severe weather,thunderstorm; islanding,__MISSING__,618,180,110000,16.42,12.99,12.27,14.07,389897,394946,269526,1054369,36.979179016075,37.458043626093,25.562777357832,695368,87761,2827,785956,88.4741639481091,11.1661467054135,0.359689346477411,38453,48401,0.794467056465776,-1,979,51162,1.91352957272976,0.3,1330509,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,e2b555073ead1db2cc7f9ddc73bc9698ecd310ec89cedc14ab6c9d320428a82c,1,1,false,false,thunderstorm; islanding,2008-07-24T07:23:00,2008-07-24T17:41:00,618,618,0,true,true,true,true,180,true,true,false,110000,NPCC,false,true,true,true,true
__MISSING__,1469,2012,10,Maine,ME,NPCC,Northeast,0.3,normal,2012-10-29T00:00:00,19:15:00,2012-10-30T00:00:00,15:02:00,severe weather,hurricanes,Sandy,1187,__MISSING__,50000,14.76,11.19,8.09,11.61,359759,351681,280387,991827,36.2723539488237,35.4578973954127,28.2697486557636,703770,89048,2780,795598,88.4579900904728,11.1925872111292,0.349422698397935,37748,48156,0.783869092117286,-0.1,927,50152,1.84838092199713,0.2,1328888,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,04beaace6f659d6606758c39c96d0cfcbb731da9c6a35c1b94d5966ee3f732f7,1,1,false,false,hurricanes,2012-10-29T19:15:00,2012-10-30T15:02:00,1187,1187,0,true,true,true,true,__MISSING__,false,false,false,50000,NPCC,false,true,false,false,true
__MISSING__,1470,2007,4,Maine,ME,NPCC,Northeast,-0.1,normal,2007-04-05T00:00:00,21:20:00,2007-04-06T00:00:00,13:10:00,severe weather,winter storm,__MISSING__,950,__MISSING__,117142,16.85,12.3,13.2,14.24,341071,328841,245994,915907,37.2386061030214,35.9033176949188,26.8579670206691,694235,87565,2820,784620,88.4804108995437,11.1601794499248,0.359409650531468,38822,49126,0.790253633513822,-1,1028,51518,1.99541907682752,0.3,1327040,38.66,12.45,1428,1360,26.7,1.17,0.39,87.176370830978,12.823629169022,6.54041831543245,b124fb8505ccc7fa06c5c0662c9a5e0348c80ad28c6c3604f4d53467bb3c4716,1,1,false,false,winter storm,2007-04-05T21:20:00,2007-04-06T13:10:00,950,950,0,true,true,true,true,__MISSING__,false,false,false,117142,NPCC,false,true,false,false,true
__MISSING__,1471,2012,10,New Hampshire,NH,NPCC,Northeast,0.3,normal,2012-10-29T00:00:00,16:45:00,2012-10-31T00:00:00,11:00:00,severe weather,hurricanes,Sandy,2535,__MISSING__,50000,16.03,13.21,11.95,14.02,312733,363595,162643,838970,37.2758263108335,43.3382600092971,19.3860328736427,601697,104978,3444,710119,84.7318548018008,14.7831560625754,0.484989135623748,47990,48156,0.996552869839688,0.6,1080,63410,1.70320138779372,0.4,1321393,60.3,12.97,1232.6,1364.9,62.9,7.19,1.4,95.7642528612686,4.24644346988983,3.50839661995935,4c5293eb0e83bbee017831c5d4ca39151b64e0b2cc65bc5e39247dfa6bf500e3,1,1,false,false,hurricanes,2012-10-29T16:45:00,2012-10-31T11:00:00,2535,2535,0,true,true,true,true,__MISSING__,false,false,false,50000,NPCC,false,true,false,false,true
__MISSING__,1472,2012,11,New Hampshire,NH,NPCC,Northeast,0.1,normal,2012-11-07T00:00:00,14:21:00,2012-11-07T00:00:00,14:48:00,intentional attack,vandalism,__MISSING__,27,0,0,15.9,13.4,12.09,14.17,334870,346235,152090,833194,40.1911199552565,41.5551480207491,18.2538520440618,601697,104978,3444,710119,84.7318548018008,14.7831560625754,0.484989135623748,47990,48156,0.996552869839688,0.6,1080,63410,1.70320138779372,0.4,1321393,60.3,12.97,1232.6,1364.9,62.9,7.19,1.4,95.7642528612686,4.24644346988983,3.50839661995935,7d224b83f60b8ea9575a6465e807b2086c56fa970be5c02963fd8d404555afd0,1,1,false,false,vandalism,2012-11-07T14:21:00,2012-11-07T14:48:00,27,27,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,1473,2012,2,New Hampshire,NH,NPCC,Northeast,-0.5,cold,2012-02-23T00:00:00,23:12:00,2012-02-24T00:00:00,01:00:00,intentional attack,vandalism,__MISSING__,108,0,0,16.12,13.53,11.64,14.31,392398,359736,160593,912727,42.991825595167,39.4133185497964,17.5948558550366,601697,104978,3444,710119,84.7318548018008,14.7831560625754,0.484989135623748,47990,48156,0.996552869839688,0.6,1080,63410,1.70320138779372,0.4,1321393,60.3,12.97,1232.6,1364.9,62.9,7.19,1.4,95.7642528612686,4.24644346988983,3.50839661995935,61c8f99050ad0f79ea0991217e5a9bddf907f18e0cd781ed5de1dcfede1f9783,1,1,false,false,vandalism,2012-02-23T23:12:00,2012-02-24T01:00:00,108,108,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,1474,2011,7,New Hampshire,NH,NPCC,Northeast,-0.3,normal,2011-07-24T00:00:00,14:34:00,2011-07-24T00:00:00,15:47:00,intentional attack,vandalism,__MISSING__,73,0,0,16.29,13.99,12.37,14.65,402498,411159,171452,985109,40.8582197503017,41.7374117991004,17.4043684505979,599532,104610,3491,707633,84.7235784651083,14.7830867130278,0.493334821863876,47697,47586,1.00233261883747,0.9,1328,62870,2.11229521234293,0.5,1318344,60.3,12.97,1232.6,1364.9,62.9,7.19,1.4,95.7642528612686,4.24644346988983,3.50839661995935,e2b4940941cd4114fd4ce6b0ab71aacf8a5e1faa3811e38cba4cc7ae2b79399a,1,1,false,false,vandalism,2011-07-24T14:34:00,2011-07-24T15:47:00,73,73,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,1475,2011,3,New Hampshire,NH,NPCC,Northeast,-0.7,cold,2011-03-17T00:00:00,07:40:00,2011-03-17T00:00:00,11:00:00,intentional attack,vandalism,__MISSING__,200,__MISSING__,__MISSING__,16.43,14.15,12.46,14.83,381623,357034,153338,891995,42.7830873491443,40.0264575474078,17.1904551034479,599532,104610,3491,707633,84.7235784651083,14.7830867130278,0.493334821863876,47697,47586,1.00233261883747,0.9,1328,62870,2.11229521234293,0.5,1318344,60.3,12.97,1232.6,1364.9,62.9,7.19,1.4,95.7642528612686,4.24644346988983,3.50839661995935,0f077b74d09b00d2ed60669f1512bec14a868074a75a7e087e6922871f7397f3,1,1,false,false,vandalism,2011-03-17T07:40:00,2011-03-17T11:00:00,200,200,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,NPCC,false,true,false,false,true
__MISSING__,1476,2012,10,New Hampshire,NH,NPCC,Northeast,0.3,normal,2012-10-30T00:00:00,13:20:00,2012-10-30T00:00:00,13:25:00,intentional attack,vandalism,__MISSING__,5,0,0,16.03,13.21,11.95,14.02,312733,363595,162643,838970,37.2758263108335,43.3382600092971,19.3860328736427,601697,104978,3444,710119,84.7318548018008,14.7831560625754,0.484989135623748,47990,48156,0.996552869839688,0.6,1080,63410,1.70320138779372,0.4,1321393,60.3,12.97,1232.6,1364.9,62.9,7.19,1.4,95.7642528612686,4.24644346988983,3.50839661995935,80198164fbdd82532c8ff78bce3d086aeb111832f3fa03bb753232355928f4f2,1,1,false,false,vandalism,2012-10-30T13:20:00,2012-10-30T13:25:00,5,5,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
